,,,Wind_DRCSouth,Wind_angola,Wind_eswatini,Wind_lesotho,Wind_namibia,Wind_southafrica,Wind_botswana,Wind_zimbabwe,Wind_malawi,Wind_tanzania,Wind_mozambique,Wind_zambia,PV_botswana,PV_angola_PV_mozambique_corr,PV_botswana_Wind_zimbabwe_corr,PV_botswana_Wind_botswana_corr,PV_DRC_Wind_tanzania_corr,PV_botswana_Wind_mozambique_corr,PV_botswana_Wind_zambia_corr,Wind_malawi_Wind_zimbabwe_corr,Wind_southafrica_Wind_zambia_corr,Wind_DRCSouth_Wind_mozambique_corr,PV_botswana_Wind_lesotho_corr,PV_zambia_Wind_southafrica_corr,PV_botswana_Wind_namibia_corr,PV_botswana_Wind_eswatini_corr,Wind_DRCSouth_Wind_eswatini_corr,PV_DRC_Wind_DRC_corr,PV_botswana_Wind_DRCSouth_corr,PV_botswana_Wind_angola_corr
2,50,0,0.507,0.629,0.355,0.803,0.644,0.879,0.359,0.124,0.682,0.732,0.421,0.507,0.0,0.0410230255961795,0.0665612421237098,0.026053710552709,-0.0272371258976881,0.0129104134966956,-0.00832442564788,-0.0649000174782802,0.0132649148854607,-0.0151193592128907,-0.102189418631222,-0.0695893068869582,-0.0420180920630677,0.0068301140951956,-0.0079987328443602,0.001168035708027,-0.0546065348402267,-0.077027224266726
2,50,1,0.488,0.513,0.309,0.787,0.67,0.825,0.441,0.231,0.67,0.727,0.366,0.538,0.0,0.0410230255961795,0.043456056054058,0.0083469324432563,-0.0265568547534095,0.0247869110091334,-0.0150184515185267,-0.0399565495678325,0.020176078815809,-0.0268469283671196,-0.0987344375366946,-0.0586683576332268,-0.0476324363416747,0.0167631847419618,-0.018156357595604,-0.0074033807098834,-0.0505037447904754,-0.0519786113314026
2,50,2,0.47,0.389,0.359,0.779,0.707,0.769,0.522,0.333,0.657,0.721,0.279,0.553,0.0,0.0410230255961795,0.0214305515764461,-0.0091439093477884,-0.0257405293802752,0.0435733707106259,-0.0182574962946461,-0.0184145719558921,0.0197926534426746,-0.0435625283671196,-0.0970069469894309,-0.0473429287775055,-0.0556220801227692,0.0059663688215638,-0.0059648842125194,-0.0133897667795351,-0.0466168910591322,-0.0252025078488156
2,50,3,0.403,0.277,0.439,0.782,0.756,0.823,0.599,0.39,0.632,0.716,0.184,0.562,0.0,0.0410230255961795,0.0091221814271923,-0.0257710058652013,-0.0250602582359966,0.0640873209593821,-0.0202009231603178,-0.0067822727021608,0.0269512109053612,-0.0441865741382639,-0.0976547559446548,-0.0582638780312368,-0.0662029597247592,-0.0113085366510729,0.0077969477526546,-0.0120292244909779,-0.0321491577257988,-0.001017640187124
2,50,4,0.356,0.164,0.484,0.784,0.805,0.894,0.673,0.409,0.553,0.738,0.087,0.571,0.0,0.03146364201409,0.0050193913774411,-0.0417502934273904,-0.0278472581116185,0.0850331438449543,-0.0221443500259894,-0.0018955421051459,0.0368251247113313,-0.0401201462775673,-0.0980866285814707,-0.068672880518799,-0.0767838393267493,-0.0210256709794311,0.0099202846929531,0.0007542879468329,-0.0220001507606247,0.0233831637929754
2,50,5,0.159,0.065,0.402,0.733,0.755,0.92,0.647,0.236,0.412,0.9,0.029,0.342,0.157,-0.010309046667502,0.011565944611272,-0.0098627216612212,-0.0206387836091309,0.0266267249394816,0.0074524754715229,0.0116673377456003,-0.0486948705623004,0.0429729114338753,-0.0237654033327145,0.0153113757001064,-0.0180100885804806,-0.0009058380192321,-0.0014619333418727,0.0042368630712111,0.0056058701348976,0.0122167511064082
2,50,6,0.222,0.008,0.159,0.571,0.824,0.917,0.453,0.173,0.412,0.878,0.053,0.386,0.398,0.0367662112926969,-0.0471990583738026,-0.0048528349696789,0.0404858259679834,-0.077884669090369,-0.0150110826130541,0.0154128758053018,-0.0315034281493651,0.0137394457622335,0.0439208025130566,0.0973420975906537,0.0681984283349421,-0.0414431966013217,0.0073108938969332,-0.0090732463815252,-0.0058474144422167,-0.0481171212816514
2,50,7,0.454,0.001,0.041,0.713,0.878,0.943,0.613,0.322,0.336,0.792,0.038,0.411,0.566,0.1351885544519009,-0.0385926922046483,0.046679380950719,0.0738807472366401,-0.1550040183441003,-0.0201110278866859,0.014932984014257,-0.0234447925772258,-0.0885056228944828,0.1341579438065889,0.1655879110234895,0.1500322432603152,-0.1209925886411227,-0.0690854633169971,-0.0200423334462018,0.0699716343140021,-0.0949678357095121
2,50,8,0.418,0.0,0.037,0.828,0.881,0.94,0.774,0.321,0.261,0.671,0.017,0.231,0.668,0.2248090283324979,-0.0502897230504195,0.1330628642840524,0.0480140916396252,-0.2096617377470854,-0.1073423525135516,0.0234117952082869,-0.0961891899652854,-0.0760067870735872,0.2252356127120615,0.2052850269438874,0.1951041626633003,-0.1580551262033118,-0.0572983056055543,-0.0246929687695849,0.0740853656572857,-0.1230912053612534
2,50,9,0.266,0.003,0.049,0.822,0.906,0.916,0.851,0.335,0.221,0.527,0.011,0.102,0.728,0.2797191469892143,-0.0497955180752951,0.1901524916472364,-0.0018167251514195,-0.2405614034187272,-0.187645545050865,0.0243552444620182,-0.1396514004130467,-0.0055822975213484,0.2520575515180316,0.2087475965956288,0.2338008890314595,-0.1728881754570431,-0.0040119205309274,-0.0274332220034157,0.0060846412791762,-0.1378922531224474
2,50,10,0.141,0.014,0.06,0.762,0.931,0.909,0.909,0.373,0.199,0.406,0.011,0.067,0.728,0.2889156012180701,-0.0303370981747976,0.2198521851795747,-0.0505675276389817,-0.2405614034187272,-0.2055677739065864,0.0161414161038093,-0.1501795092438924,0.053141209941338,0.2213337306225093,0.1944386702274696,0.2466024810712606,-0.1672554749595307,0.0369475659118586,-0.029979155336749,-0.0579233189198287,-0.132259552624935
2,50,11,0.072,0.043,0.09,0.653,0.945,0.909,0.941,0.402,0.171,0.336,0.012,0.062,0.636,0.2541375248499109,-0.0127047320056434,0.1937944463736046,-0.0738085605991807,-0.1969208382445978,-0.1707347266429048,0.0090871332679884,-0.1520499744180218,0.0853744686478057,0.1357808306225093,0.1521661572921462,0.2081774999767331,-0.1246035839147545,0.0540215289715601,-0.0292453657845102,-0.0765009109596297,-0.0963152730229449
2,50,12,0.043,0.063,0.143,0.476,0.958,0.913,0.955,0.401,0.145,0.306,0.013,0.058,0.492,0.1794557741036422,-0.0086255479260414,0.1312256006024603,-0.0650201249026633,-0.1291392939659909,-0.1133102351006163,0.0101999504321675,-0.155188145064788,0.0987582049662137,0.0403711888314645,0.0914078473418974,0.14040200544937,-0.0672574565515705,0.0514345825785252,-0.023204131456152,-0.0582818502631122,-0.0577766262567758
2,50,13,0.04,0.085,0.208,0.302,0.967,0.933,0.956,0.397,0.129,0.32,0.014,0.041,0.342,0.082829303456876,-0.0044430862344991,0.0600498545825598,-0.0285824374648523,-0.058845021329175,-0.0538858736578302,0.0120696787903764,-0.1701647191941412,0.0999474517323828,-0.0034996940043563,0.0576280269438875,0.0652487427628029,-0.0225187836659983,0.038247841409371,-0.0110095608093859,-0.0269924293675899,-0.0236101282468255
2,50,14,0.053,0.089,0.383,0.135,0.975,0.955,0.942,0.371,0.145,0.385,0.021,0.022,0.241,-0.0007733128366562,-0.0015350195678324,0.0115880778412662,0.0011824158933565,-0.0115239815281799,-0.0111896712946461,0.0199935399844063,-0.1875503786468775,0.0924713850657161,-0.0048814356710229,-0.0097628785287492,0.0131731094294695,-9.098677545110296e-05,0.0007301012352417,0.0006571048622558,-0.0050407428004257,-0.0045938548637409
2,50,15,0.082,0.094,0.544,0.049,0.973,0.95,0.895,0.345,0.25,0.603,0.079,0.017,0.037,-0.0040765207968552,0.0156112590391327,-0.0743203763875894,-0.0071943698031608,0.0718944761832627,0.0807807341779906,0.0193206161038093,-0.1873935956866785,0.0691547213841241,0.0502383966672854,-0.0739860999217841,-0.0936884746501324,-0.0281591683674909,-0.0270860787398826,0.0080424083448429,0.0307980562045493,0.0319020754845177
2,50,16,0.138,0.106,0.417,0.086,0.966,0.922,0.859,0.318,0.444,0.749,0.219,0.034,0.0,0.0406282178847367,0.0246695963525655,-0.081914448651271,-0.0295500477882354,0.0565295498151035,0.0938134529590851,0.00313636013366,-0.1681724245423999,0.0303981522298952,0.0526369216672854,-0.0782856183297443,-0.1115495865904309,-0.0065579376460978,-0.00352645983441,0.0100115605836489,0.0250739666523105,0.0359074702606371
2,50,17,0.2,0.122,0.119,0.122,0.945,0.859,0.798,0.279,0.556,0.783,0.371,0.086,0.0,0.0410230255961795,0.0330911127704759,-0.0687423332283854,-0.0341758915693299,0.0237072294170936,0.0825847644018712,-0.0129563883738026,-0.1239492602389173,0.0059414457622336,0.0448632142045989,-0.0655445108670577,-0.1070149239038637,0.0577910852394742,0.0144834553397193,0.0098755063547931,0.011685914911017,0.0324524891661097
2,50,18,0.221,0.297,0.0,0.234,0.904,0.841,0.733,0.25,0.574,0.805,0.459,0.19,0.0,0.0410230255961795,0.0393532660043068,-0.054706472531868,-0.0371690846041558,0.0047048333971931,0.0601273872874433,-0.0186886577767877,-0.0852314913334447,0.0007215641701938,0.0206783465429073,-0.0619041944491472,-0.0981615348491374,0.0834875071300215,0.0128041927775302,0.0096033978970817,0.0071512522244498,-0.0053363665552832
2,50,19,0.214,0.462,0.138,0.379,0.837,0.865,0.798,0.261,0.593,0.801,0.489,0.338,0.0,0.0410230255961795,0.0369779665018192,-0.0687423332283854,-0.0366248676887329,-0.0017732561550456,0.0281688121630652,-0.0208142913588772,-0.0430605132239919,-0.0003294417999554,-0.0106324196262468,-0.0667579496730278,-0.083693801515804,0.053688295189723,0.0099744013596198,0.0085149640662359,0.0086628064533056,-0.0409658590925967
2,50,20,0.229,0.638,0.442,0.53,0.767,0.889,0.943,0.316,0.61,0.744,0.468,0.485,0.0,0.0410230255961795,0.0251014689893814,-0.1000530993975396,-0.0288697766439568,0.0027614065315214,-0.0035738266429048,-0.0161053667320115,0.0058603718506348,0.0003212029761639,-0.0432388037058488,-0.0716117048969084,-0.0685782592272468,-0.0119563456062968,-0.0013907455309274,0.0082428556085245,0.0054237616771862,-0.0789706511323977
2,50,21,0.234,0.671,0.567,0.657,0.701,0.9,0.971,0.424,0.609,0.713,0.37,0.563,0.0,0.0410230255961795,0.0017803466013217,-0.1060993163129625,-0.0246520955494294,0.0239231657355015,-0.0204168594787257,-0.0011340443439518,0.0345196826715303,0.0022287691453181,-0.0706627161436598,-0.0738363427078537,-0.0543264622123214,-0.0389483854072918,-0.0036285732672458,0.0093312894393703,0.0043440800851464,-0.0860965496398604
2,50,22,0.213,0.641,0.58,0.726,0.695,0.891,0.963,0.555,0.635,0.71,0.267,0.585,0.0,0.0410230255961795,-0.026507311110121,-0.1043718257656988,-0.0242439328628622,0.0461646065315214,-0.0251674584837008,0.0200762504321675,0.0415027760794905,0.0087904119313878,-0.085562322113809,-0.0720161844988985,-0.0530308443018736,-0.0417555575465953,-0.0079508649339125,0.0086510182950917,0.0088787427717135,-0.0796184600876215
2,50,23,0.196,0.601,0.552,0.73,0.666,0.867,0.937,0.663,0.654,0.706,0.243,0.595,0.0,0.0410230255961795,-0.0498284334981807,-0.0987574814870919,-0.0236997159474394,0.0513470781733125,-0.0273268216677804,0.0421236772978391,0.0420264974725254,0.0138196268567609,-0.0864260673874409,-0.0671624292750179,-0.0467686910680428,-0.0357093406311725,-0.0096108635657533,0.0063380964045444,0.0125496601846488,-0.0709810073513031
2,51,0,0.194,0.575,0.522,0.66,0.607,0.863,0.906,0.755,0.667,0.697,0.203,0.613,0.0,0.0410230255961795,-0.069694574791713,-0.0920634556164451,-0.0224752278877379,0.0599845309096309,-0.0312136753991237,0.0631138205814212,0.0474259706068537,0.0166998994935768,-0.0713105250988837,-0.0663534700710378,-0.0340284482819732,-0.0292312510789336,-0.0081380807299324,0.0059299337179772,0.0129815328214648,-0.0653666630726962
2,51,1,0.211,0.535,0.511,0.54,0.721,0.826,0.842,0.786,0.669,0.688,0.183,0.637,0.0,0.0410230255961795,-0.0763886006623598,-0.0782435312383356,-0.0212507398280364,0.0643032572777901,-0.0363961470409148,0.069883288491869,0.0490638396367045,0.0128398507373579,-0.0453981668899284,-0.0588705974342219,-0.0586451885804806,-0.0268559515764461,-0.005362502993614,0.0068823133199673,0.0093106154085294,-0.0567292103363778
2,51,2,0.232,0.448,0.531,0.507,0.719,0.76,0.723,0.812,0.675,0.69,0.148,0.655,0.0,0.0410230255961795,-0.0820029449409668,-0.0525471093477884,-0.0215228482857478,0.0718610284220687,-0.0402830007722581,0.0772980422232123,0.0419911896367045,0.0073604109363629,-0.0382722683824657,-0.0455227705685502,-0.0582133159436647,-0.0311746779446053,-0.003193085953813,0.007970747150813,0.0047759527219623,-0.0379427506348852
2,51,3,0.237,0.335,0.567,0.532,0.654,0.758,0.548,0.822,0.66,0.704,0.104,0.667,0.0,0.0410230255961795,-0.0841623081250464,-0.0147582536263954,-0.0234276074897279,0.081362226432019,-0.0428742365931536,0.0734871840142571,0.0442952053083463,0.0064496368070097,-0.0436706763426648,-0.0451182909665602,-0.0441774552471473,-0.0389483854072918,-0.0030874639388876,0.0090591809816588,0.0036962711299225,-0.0135419466547857
2,51,4,0.227,0.357,0.53,0.613,0.572,0.786,0.417,0.814,0.574,0.708,0.037,0.654,0.0,0.0318792673872243,-0.0824348175777827,0.0135294040850473,-0.0239718244051508,0.0958299597653523,-0.0400670644538501,0.0391478586411227,0.0465904063033712,0.0120343840706913,-0.0611615181337095,-0.0477678889765104,-0.0264706771376945,-0.0309587416261973,-0.0038878174214747,0.0100115605836489,0.0058556343140021,-0.0182925456597608
2,51,5,0.094,0.426,0.432,0.726,0.552,0.801,0.453,0.699,0.517,0.817,0.044,0.451,0.155,-0.0072283397023279,-0.0162550812593747,0.0016242333139031,-0.0279643953006732,0.0266162562827652,0.0010633160187866,0.0121499041635108,-0.0046432241692656,0.0699373741204425,-0.0241453264670429,0.0105799120185143,-0.0062511870879433,-0.0027646671237098,-0.0072644911776936,0.0078036531209623,0.0097569656572857,-0.0093666852119997
2,51,6,0.05,0.192,0.713,0.765,0.552,0.863,0.676,0.616,0.512,0.838,0.098,0.408,0.437,0.0524148902727964,0.0406216063028142,0.0434048365477339,-0.0061404676887329,-0.0846205377470854,-0.0133632170657904,0.0074507258053018,-0.0198331015324497,0.0781337084488007,0.0962154653240018,0.0852255120185143,0.0226779442553402,0.072148504269325,-0.0666177543617732,0.0016160715289225,-0.0451229467805252,-0.0177486090925967
2,51,7,0.068,0.174,0.757,0.832,0.635,0.888,0.554,0.879,0.386,0.779,0.066,0.538,0.638,0.1609897810688163,0.1885591545615207,0.0313784923935051,0.0172901161421128,-0.1750669755580307,0.0293546865411747,-0.0381765674782802,0.0245577523232717,0.0771992805881042,0.2119767069906685,0.1436241931130417,0.0783289298274795,0.1563196312593747,-0.0689322645607781,-0.0051469647894854,-0.0785534005118685,-0.0414835053612534
2,51,8,0.048,0.241,0.713,0.854,0.762,0.881,0.389,0.937,0.272,0.678,0.031,0.533,0.757,0.2524881801981696,0.2731047197356501,-0.0490499127059973,0.022505818629675,-0.2433639835182297,0.0349258625361996,-0.1006749361349966,0.022340434537202,0.0927091512348704,0.2836465110951461,0.1733096169936387,0.1691287004742456,0.1765868326275339,-0.067270493914012,-0.009634707575555,-0.1115226462830127,-0.0169284289930942
2,51,9,0.034,0.129,0.65,0.81,0.814,0.82,0.38,0.946,0.197,0.553,0.019,0.491,0.815,0.3080666585563786,0.307772095855053,-0.0596994527557485,0.004470607311267,-0.2766404551600206,0.0135091095511249,-0.141001654791713,0.0064289543133214,0.1016475930259151,0.2876935526374347,0.152171315003589,0.2184099751011112,0.1577752677021608,-0.0579722737647582,-0.0115144906601321,-0.1318643477755501,-0.0858382255105071
2,51,10,0.027,0.042,0.585,0.772,0.825,0.721,0.48,0.95,0.151,0.427,0.017,0.459,0.824,0.3134487232329954,0.3148281475963465,0.0002100239855449,-0.0258816061215687,-0.2820126750605182,-0.0057459749016113,-0.165916207030519,-0.0017585097414049,0.1053343442696962,0.2689092808712655,0.0974681249538377,0.2283799457478774,0.1206214563837528,-0.045053230356798,-0.0115039871775451,-0.1381018502631122,-0.1400293516299101
2,51,11,0.023,0.007,0.522,0.77,0.802,0.634,0.586,0.946,0.121,0.34,0.018,0.439,0.784,0.2684879361683189,0.2918456839147545,0.0604109583139031,-0.047941308733509,-0.2628930889908665,-0.0167292634588252,-0.1800470518066383,-0.0029182529006088,0.1069583790955669,0.2500836062443999,0.0492254757001064,0.2002910581856884,0.0768986533986782,-0.0312863124463503,-0.0103940135457043,-0.1312894084720675,-0.1507000879483181
2,51,12,0.023,0.001,0.599,0.792,0.751,0.568,0.652,0.927,0.1,0.301,0.018,0.402,0.697,0.1741553395265278,0.2380087694868938,0.082909111672112,-0.0498417612210712,-0.2226305277968366,-0.0319665021404173,-0.183778304791713,-0.0021990198160317,0.1069583790955669,0.2223662419409172,0.0139573249538377,0.145081865648375,0.1021633863588772,-0.0490823532423702,-0.0109236329486893,-0.1111821935466943,-0.1305064737692136
2,51,13,0.033,0.0,0.749,0.78,0.684,0.47,0.688,0.881,0.088,0.308,0.014,0.342,0.559,0.0571737752230452,0.1539516192381377,0.0714757392840523,-0.0310970140817677,-0.1601380302843988,-0.043380274528477,-0.1720765301648473,0.0082074615272518,0.1032149681502932,0.1544605397021113,-0.0156270138521323,0.0804777900264844,0.1243159094932056,-0.0801262674214747,-0.008695931456152,-0.0758573537456993,-0.0934118881970743
2,51,14,0.056,0.0,0.733,0.761,0.608,0.335,0.707,0.782,0.104,0.346,0.011,0.279,0.362,-0.0168361582346662,0.0510865356560481,0.0332069058263409,-0.0076080043802752,-0.0686189735679809,-0.0276717099762382,-0.1285186010603697,0.0378722999600876,0.0930731950159649,0.0629883094782307,-0.0029506665884507,0.0231635925140466,0.0505920446922105,-0.0686218839637632,-0.0025625941427192,-0.0289377587208237,-0.0397712874508056
2,51,15,0.097,0.0,0.659,0.802,0.578,0.316,0.718,0.688,0.214,0.527,0.028,0.243,0.078,-0.0112536507719796,-0.0352779339956931,-0.0328764867109725,0.0003271258436053,0.0624559179743075,0.0310976915162991,-0.0658449458364891,0.049352493616804,0.0711408885483032,-0.0651388651486349,0.037923399083191,-0.0177366204212766,-0.0375696841635108,-0.0427940345856538,0.0023536605836489,0.0216721974980817,0.0375583095641197
2,51,16,0.141,0.003,0.588,0.831,0.613,0.469,0.782,0.712,0.426,0.727,0.119,0.215,0.0,0.0402334101732939,-0.0604093131001707,-0.065287352133858,-0.0263616615942055,0.0781231816558996,0.0547289793272443,-0.0127157100155936,0.0167040957312319,0.0409245293443231,-0.1082356355466448,0.0133290115210019,-0.0353240661924209,-0.043483048093859,-0.0227784281179921,-0.0018117424014257,0.0244261576970867,0.058148911056657
2,51,17,0.135,0.037,0.385,0.832,0.638,0.553,0.81,0.75,0.56,0.833,0.319,0.184,0.0,0.0410230255961795,-0.0686148931996732,-0.0713335690492809,-0.040978603012116,0.0349359179743075,0.0614230051978911,0.0281362765515705,-0.0051465570050865,0.0192717751154674,-0.1084515718650528,-0.0036591317625801,-0.0407224741526199,0.0003520245429568,0.0001941880511621,-0.003185699615356,0.0257217756075344,0.0508070762307863
2,51,18,0.113,0.095,0.527,0.818,0.637,0.549,0.787,0.765,0.638,0.865,0.504,0.156,0.0,0.0410230255961795,-0.0718539379757926,-0.0663670337258978,-0.0453323383354991,-0.005012300931165,0.067469222113314,0.0554193892381376,-0.0044033634727482,-0.0032756089641345,-0.1054284634073414,-0.0028501725586,-0.040506537834212,-0.0303109326709734,-0.0198086196602806,-0.0015530488690873,0.0304723746125095,0.0382827697631246
2,51,19,0.1,0.105,0.777,0.75,0.535,0.504,0.779,0.722,0.659,0.854,0.554,0.127,0.0,0.0410230255961795,-0.0625686762842503,-0.0646395431786342,-0.0438357418180861,-0.0158091168515631,0.0737313753471448,0.0543427272978391,0.0105531717262567,-0.0112832348347813,-0.0907447937556001,0.006250618486176,-0.0184810333566,-0.0842950122729635,-0.0601627799836637,-0.0006006692670973,0.033279546751813,0.036123406579045
2,51,20,0.106,0.059,0.936,0.644,0.397,0.405,0.788,0.622,0.671,0.816,0.506,0.113,0.0,0.0410230255961795,-0.0409750444434543,-0.0665829700443058,-0.0386656811215687,-0.005444173567981,0.0767544838048563,0.037865088491869,0.046175382298396,-0.0037343273720947,-0.0678555440043563,0.0262723587846835,0.0113181785836984,-0.1186288868998292,-0.0813712299836637,7.96018771812565e-05,0.0319839288413653,0.0460564772258112
2,51,21,0.129,0.023,0.932,0.47,0.371,0.255,0.762,0.496,0.692,0.783,0.407,0.108,0.0,0.0410230255961795,-0.0137670683240513,-0.0609686257656988,-0.0341758915693299,0.015933521954407,0.0778341653968961,0.0140610243127645,0.1008923611541175,0.0092321711353679,-0.0302826246013712,0.0566083289339372,0.0169325228623054,-0.1177651416261973,-0.0682352554811761,0.0003517103348926,0.0270173935179822,0.0538301846884978
2,51,22,0.172,0.009,0.891,0.269,0.316,0.102,0.718,0.359,0.727,0.724,0.281,0.102,0.0,0.0410230255961795,0.0158162072978391,-0.0514674277557486,-0.0261486920668423,0.04314149807381,0.0791297833073438,-0.0187174838961906,0.15863859585561,0.0164060785980544,0.0131205753986287,0.0875510184861761,0.0288090203747432,-0.108911752571471,-0.0414175411776936,-0.0006006692670973,0.0177321318264399,0.0568532931462092
2,51,23,0.225,0.003,0.862,0.169,0.364,0.072,0.675,0.266,0.754,0.709,0.17,0.113,0.0,0.0410230255961795,0.0358982849097794,-0.0421821660642063,-0.0241078786340065,0.0671104294170936,0.0767544838048563,-0.0469719652394742,0.1645401080446647,0.0090493442696962,0.0347142072394247,0.0936182125160268,0.0184440770911611,-0.1026495993376401,-0.0138415380682408,-0.0016891030979431,0.006287506950818,0.058148911056657
2,52,0,0.272,0.012,0.827,0.116,0.581,0.124,0.631,0.258,0.786,0.713,0.103,0.122,0.0,0.0410230255961795,0.0376257754570431,-0.032680968054256,-0.0246520955494294,0.0815781627504269,0.0748110569391846,-0.0548081741946981,0.1423585647610826,-0.0067558278696072,0.0461588321150466,0.0831017428642855,-0.0284141040033662,-0.0950918281933615,0.0078749508621073,-0.0045462419039132,-0.003861500014356,0.0562054841909853
2,52,1,0.271,0.024,0.749,0.116,0.62,0.169,0.522,0.364,0.801,0.715,0.083,0.115,0.0,0.0410230255961795,0.0147365257057993,-0.0091439093477884,-0.0249242040071409,0.0858968891185861,0.0763226111680404,-0.0224898622543996,0.1293296803083463,-0.0067156915511992,0.0461588321150466,0.0740009518195094,-0.0368356204212766,-0.0782487953575406,0.0061177392949432,-0.0083557603118734,-0.0036455636959481,0.0536142483700898
2,52,2,0.252,0.034,0.851,0.12,0.543,0.136,0.455,0.443,0.783,0.718,0.061,0.118,0.0,0.0410230255961795,-0.0023224434484294,0.0053238239855449,-0.025332366693708,0.0906474881235612,0.0756748022128165,0.003350757894854,0.1397967970993911,0.0008888646677062,0.0452950868414148,0.0806748652523452,-0.0202085239038637,-0.1002742998351526,-0.0009832625707284,-0.0045462419039132,0.0004572263538031,0.0514548851860102
2,52,3,0.224,0.043,0.902,0.14,0.477,0.054,0.412,0.367,0.738,0.698,0.048,0.179,0.0,0.0410230255961795,0.0140887167505754,0.0146090856770872,-0.0226112821165936,0.0934546602628647,0.0625026867899309,-0.0173908003141011,0.1391983416267543,0.0130344567075072,0.0409763604732556,0.0972585289339372,-0.0059567268889383,-0.1112870520739585,-0.0155216043617732,0.00361701182743,0.006503443269226,0.0495114583203386
2,52,4,0.19,0.052,0.828,0.159,0.461,0.008,0.379,0.3,0.637,0.692,0.025,0.279,0.0,0.0337495815663288,0.0285564500839088,0.0217349841845498,-0.0213143772658473,0.0984211955862478,0.0409090549491349,-0.0218927279260414,0.0998223279451622,0.0292239512348704,0.0368735704235043,0.1002386761976188,-0.002501745794411,-0.0953077645117695,-0.0282994881926189,0.0073958292403653,0.0138452780950966,0.0475680314546669
2,52,5,0.075,0.066,0.688,0.178,0.489,0.004,0.245,0.175,0.663,0.831,0.033,0.163,0.186,-0.0036021875879,0.0077009615266948,0.0070246948810673,-0.0086928265195787,0.0134051259345065,0.0091440372874433,-0.0492744689708175,0.1621653344128239,0.0802066387970594,0.0045431751498725,-0.0205780596232766,-0.0011850462919234,-0.0090219015764461,-0.053980574635405,0.0019055237677285,0.0053621159060419,0.006175482698448
2,52,6,0.041,0.044,0.795,0.102,0.39,0.002,0.331,0.066,0.607,0.736,0.074,0.095,0.454,0.0376626053225477,-0.0871895797668374,-0.0353892618353506,0.0263298443759436,-0.0968414631202197,-0.0889047930608153,-0.0496433861349966,0.199013907298396,0.0866936188965619,-0.0542216979844558,-0.1272369730561124,-0.014144417436202,0.0972180123539021,-0.0870307102075443,0.0032771471508131,-0.050735515934754,-0.0543469182965768
2,52,7,0.069,0.018,0.898,0.033,0.258,0.0,0.293,0.11,0.4,0.527,0.039,0.052,0.635,0.1356165124120999,-0.1350410822543996,-0.0782201646960471,-0.001225483733509,-0.1851373307819113,-0.1745189138319596,0.0230253511784361,0.222761806054615,0.0817826626776564,-0.1243618906461473,-0.2202533984292468,-0.0802148348491374,0.2142965010354941,-0.0946634500085393,0.0437015103348927,-0.0775759845914704,-0.1065625777493131
2,52,8,0.039,0.056,0.816,0.008,0.31,0.0,0.202,0.266,0.205,0.304,0.02,0.046,0.751,0.2377036106708064,-0.0889515419558921,-0.1485628935517685,-0.078808813211121,-0.2465509556575331,-0.2260374526379297,0.0442964168500779,0.2259712478456597,0.0991235353144723,-0.1721627956212717,-0.2737440949466598,-0.0745955970381921,0.2297401731747975,-0.0923649154314249,0.0658732381955892,-0.1151015149397291,-0.1157274862070246
2,52,9,0.017,0.079,0.727,0.001,0.303,0.0,0.128,0.501,0.086,0.171,0.015,0.102,0.81,0.2886989701235427,0.0408449814271923,-0.2089052275069924,-0.1482720454250513,-0.2767077695878814,-0.2176944144538501,-0.0265019062842503,0.1960164577959085,0.1104464596925818,-0.1953051591784856,-0.2903262108670577,-0.0869794940531175,0.2022013223041508,-0.080707600754808,0.0314023904343951,-0.1408628432979381,-0.1148249730229449
2,52,10,0.008,0.095,0.648,0.0,0.245,0.0,0.105,0.694,0.029,0.127,0.015,0.201,0.821,0.2814896973623487,0.1583785794371426,-0.2266898928054998,-0.1801170919424642,-0.2818314382445978,-0.1618240558717605,-0.1158143801648473,0.1430606682436697,0.1146385522298952,-0.1995265973625652,-0.2983498153446697,-0.1236837462919234,0.1581453589956931,-0.0643276531179921,0.0077486973995693,-0.148916707974555,-0.1072701145652335
2,52,11,0.006,0.096,0.767,0.0,0.177,0.0,0.111,0.799,0.009,0.133,0.018,0.303,0.785,0.2413288518399606,0.2087070779446053,-0.2097879450443058,-0.1746557694300264,-0.263355877050568,-0.0941513737822083,-0.1696070480752951,0.0885001577959085,0.1148257761104922,-0.1876551898998787,-0.2785582576332269,-0.1550211572371971,0.2164546251648474,-0.0943763648095344,-0.0050736344412267,-0.1411946084720675,-0.1003187076000594
2,52,12,0.011,0.082,0.74,0.002,0.119,0.0,0.141,0.828,0.003,0.169,0.018,0.379,0.697,0.1595248483573735,0.1903834650092818,-0.1629144296214202,-0.1382097317434593,-0.2226305277968366,-0.0430309668170342,-0.1853927159857429,0.0478472284426746,0.1125118358119848,-0.1576740665167941,-0.2256024680809881,-0.1589503811177941,0.1699933654633548,-0.0859103457796836,-0.0120322006103809,-0.1169549577257988,-0.0915403155602584
2,52,13,0.035,0.065,0.623,0.008,0.066,0.0,0.198,0.814,0.001,0.224,0.014,0.432,0.559,0.0585135338051347,0.130966352571471,-0.0966254646960471,-0.0803208934350016,-0.1601380302843988,-0.0125045431851934,-0.1795978846424593,0.0194971592884458,0.1022813920308902,-0.1103846224869433,-0.1512503999217841,-0.1315355651973961,0.0810898856126085,-0.0517927338393851,-0.0124171239934655,-0.0751712263825152,-0.0711127488935917
